Слово: Abadsqaja, Не найдено подходящих лемм
Слово: bənjənь, Низкая уверенность: ənij (62.5%)
Слово: bənsavta, Не найдено подходящих лемм
Слово: bəntə, Не найдено подходящих лемм
Слово: bənə, Не найдено подходящих лемм
Слово: bənəx, Не найдено подходящих лемм
Слово: bəpputa, Не найдено подходящих лемм
Слово: bəqləşə, Низкая уверенность: əqlə (62.5%)
Слово: bəqtajьlə, Не найдено подходящих лемм
Слово: bəra, Не найдено подходящих лемм
Слово: bərbuzivə, Не найдено подходящих лемм
Слово: bərgəmə, Не найдено подходящих лемм
Слово: bərjanɩ, Низкая уверенность: raja (62.5%)
Слово: bərkjəmutə, Не найдено подходящих лемм
Слово: bərkjəmütə, Не найдено подходящих лемм
Слово: bərrantə, Низкая уверенность: arra (62.5%)
Слово: bərrıjə, Не найдено подходящих лемм
Слово: bərrьji, Низкая уверенность: rerь (62.5%)
Слово: bərtaxəbь, Не найдено подходящих лемм
Слово: bərtə, Не найдено подходящих лемм
Слово: bəruzutə, Низкая уверенность: ruz (62.5%)
Слово: bərxəjinə, Низкая уверенность: ərxə (62.5%)
Слово: bərzuzu, Низкая уверенность: ərzə (62.5%)
Слово: bərə, Не найдено подходящих лемм
Слово: bəsb, Не найдено подходящих лемм
Слово: bəsjuta, Не найдено подходящих лемм
Слово: bəsləmtən, Не найдено подходящих лемм
Слово: bəsləmə, Низкая уверенность: sələ (62.5%)
Слово: bəsləmь, Низкая уверенность: sələ (62.5%)
Слово: bəsrəgnəjutə, Не найдено подходящих лемм
Слово: bəsurujatь, Низкая уверенность: surutə (60.0%)
Слово: bəsərra, Низкая уверенность: sara (62.5%)
Слово: bəsьrra, Низкая уверенность: ьsra (62.5%)
Слово: bəsьrrə, Не найдено подходящих лемм
Слово: bətblabla, Не найдено подходящих лемм
Слово: bəti, Не найдено подходящих лемм
Слово: bətlabblə, Низкая уверенность: tala (62.5%)
Слово: bətlabbna, Низкая уверенность: tala (62.5%)
Слово: bətlabbła, Низкая уверенность: tala (62.5%)
Слово: bətlabbəva, Низкая уверенность: tala (62.5%)
Слово: bətlablə, Низкая уверенность: tala (62.5%)
Слово: bətlablь, Низкая уверенность: tala (62.5%)
Слово: bətlabslь, Низкая уверенность: tala (62.5%)
Слово: bətlabə, Низкая уверенность: tala (62.5%)
Слово: bətlabələ, Низкая уверенность: tələ (62.5%)
Слово: bətlabənə, Низкая уверенность: tala (62.5%)
Слово: bətlabəvəx, Низкая уверенность: tala (62.5%)
Слово: bətlabɩlə, Низкая уверенность: tala (62.5%)
Слово: bətlabьla, Низкая уверенность: tala (62.5%)
Слово: bətlabьna, Низкая уверенность: tala (62.5%)
Слово: bətlabьnə, Низкая уверенность: tala (62.5%)
Слово: bətlabьva, Низкая уверенность: tala (62.5%)
Слово: bətlabьvax, Низкая уверенность: tala (62.5%)
Слово: bətləbьlə, Низкая уверенность: tələ (62.5%)
Слово: bətləbьnə, Низкая уверенность: tələ (62.5%)
Слово: bətmərbьjь, Не найдено подходящих лемм
Слово: bətqulil, Не найдено подходящих лемм
Слово: bətsjlutə, Не найдено подходящих лемм
Слово: bətvəti, Не найдено подходящих лемм
Слово: bətvətən, Низкая уверенность: tvənə (60.0%)
Слово: bətəltə, Низкая уверенность: tələ (62.5%)
Слово: bətəvti, Не найдено подходящих лемм
Слово: bətɩ, Не найдено подходящих лемм
Слово: bətь, Не найдено подходящих лемм
Слово: bətьqьjli, Низкая уверенность: təq (62.5%)
Слово: bəvarənə, Низкая уверенность: vara (62.5%)
Слово: bəviqlə, Не найдено подходящих лемм
