Слово: Aden, Предложенная лемма: denə (100.0%)
Слово: catun, Предложенная лемма: cu (100.0%)
Слово: catunəjatɩ, Предложенная лемма: cətun (100.0%)
Слово: cinaji, Предложенная лемма: cənni (75.0%)
Слово: cinajı, Предложенная лемма: caj (62.5%)
Слово: cinajь, Предложенная лемма: caj (62.5%)
Слово: cinetə, Предложенная лемма: nətə (62.5%)
Слово: cinəji, Предложенная лемма: cingirənə (75.0%)
Слово: cinəjə, Предложенная лемма: cijtə (62.5%)
Слово: ciri, Предложенная лемма: cərcuri (100.0%)
Слово: cləçta, Предложенная лемма: calceta (66.7%)
Слово: crani, Предложенная лемма: cara (100.0%)
Слово: cǝtunəjati, Предложенная лемма: cətun (100.0%)
Слово: cəkbinə, Предложенная лемма: cəkkə (66.7%)
Слово: cəkbumi, Предложенная лемма: cəkuc (66.7%)
Слово: cəluçi, Предложенная лемма: cəlvuli (75.0%)
Слово: cəqqi, Предложенная лемма: cəqcəqə (75.0%)
Слово: cətunujatɩ, Предложенная лемма: cətun (100.0%)
Слово: cətunəjati, Предложенная лемма: cətun (100.0%)
Слово: cətunəjatɩ, Предложенная лемма: cətun (100.0%)
Слово: cətunəjatь, Предложенная лемма: cətun (100.0%)
Слово: dArmavir, Предложенная лемма: dara (100.0%)
Слово: dAtlantiq, Предложенная лемма: data (100.0%)
Слово: dCapon, Предложенная лемма: dipnə (66.7%)
Слово: dCin, Предложенная лемма: di (100.0%)
Слово: dCinəji, Предложенная лемма: dunji (66.7%)
Слово: dDajrin, Предложенная лемма: daьjra (66.7%)
Слово: dDejlɩ, Предложенная лемма: dijletə (66.7%)
Слово: dGermania, Предложенная лемма: darmana (70.0%)
Слово: dGermanija, Предложенная лемма: darmana (70.0%)
Слово: dGermanja, Предложенная лемма: darmana (70.0%)
Слово: dGuver, Предложенная лемма: dvərə (66.7%)
Слово: dGərmania, Предложенная лемма: darmana (70.0%)
Слово: dIljiç, Предложенная лемма: di (100.0%)
Слово: dInglisHindustan, Предложенная лемма: dəguli (66.7%)
Слово: dIruvan, Предложенная лемма: darvьdana (88.9%)
Слово: dIspania, Предложенная лемма: dipnə (66.7%)
Слово: dIspaniya, Предложенная лемма: dipnə (66.7%)
Слово: dItalia, Предложенная лемма: data (100.0%)
Слово: dJurup, Предложенная лемма: udju (100.0%)
Слово: dKiva, Предложенная лемма: di (100.0%)
Слово: dLeningrad, Предложенная лемма: denənə (66.7%)
Слово: dLozana, Предложенная лемма: daldanta (66.7%)
Слово: dNujark, Предложенная лемма: dana (100.0%)
Слово: dOGPU, Предложенная лемма: dəgul (75.0%)
Слово: dParis, Предложенная лемма: dərs (66.7%)
Слово: dPolşa, Предложенная лемма: plaşa (66.7%)
Слово: dPransa, Предложенная лемма: pransait (70.0%)
Слово: dPransə, Предложенная лемма: dipnə (77.8%)
Слово: dQomunə, Предложенная лемма: doqənə (77.8%)
Слово: dQuznetsstroj, Предложенная лемма: diqnə (77.8%)
Слово: dSnederKrezo, Предложенная лемма: sind (66.7%)
Слово: dSvetsaria, Предложенная лемма: sovet (66.7%)
Слово: dSvivpt, Предложенная лемма: dəstə (63.6%)
Слово: dSvьvpt, Предложенная лемма: dəstə (63.6%)
Слово: dTurkij, Предложенная лемма: turkəjə (70.0%)
Слово: dUqrajina, Предложенная лемма: draja (66.7%)
Слово: dVengria, Предложенная лемма: dav (100.0%)
Слово: dVersal, Предложенная лемма: dav (100.0%)
Слово: dabra, Предложенная лемма: dara (62.5%)
Слово: dadatь, Предложенная лемма: data (62.5%)
Слово: daeroplanɩ, Предложенная лемма: dara (100.0%)
Слово: dahval, Предложенная лемма: ahval (66.7%)
Слово: dajjani, Предложенная лемма: daja (100.0%)
Слово: dajni, Предложенная лемма: daja (100.0%)
Слово: dajətə, Предложенная лемма: daja (100.0%)
Слово: dakarutə, Предложенная лемма: dərtə (66.7%)
Слово: dakkaruta, Предложенная лемма: akkara (66.7%)
Слово: dalar, Предложенная лемма: daldanta (75.0%)
Слово: dalars, Предложенная лемма: dara (62.5%)
Слово: dalarь, Предложенная лемма: udalь (100.0%)
Слово: daldeta, Предложенная лемма: daldanta (88.9%)
Слово: dalma, Предложенная лемма: daldanta (75.0%)
Слово: damarənь, Предложенная лемма: dammunь (66.7%)
Слово: danatb, Предложенная лемма: dana (100.0%)
Слово: dani, Предложенная лемма: dana (100.0%)
Слово: danila, Предложенная лемма: dana (100.0%)
Слово: danni, Предложенная лемма: dana (100.0%)
Слово: danqul, Предложенная лемма: dana (100.0%)
Слово: danǝla, Предложенная лемма: dana (100.0%)
Слово: dapra, Предложенная лемма: apra (62.5%)
Слово: darbanь, Предложенная лемма: dara (100.0%)
Слово: darbənь, Предложенная лемма: dara (100.0%)
Слово: darja, Предложенная лемма: dara (100.0%)
Слово: darkul, Предложенная лемма: dara (100.0%)
Слово: darkulaji, Предложенная лемма: dara (100.0%)
Слово: darkulo, Предложенная лемма: dara (100.0%)
Слово: darpənḍ, Предложенная лемма: dara (100.0%)
Слово: darqul, Предложенная лемма: dara (100.0%)
Слово: darra, Предложенная лемма: dara (100.0%)
Слово: darta, Предложенная лемма: dara (100.0%)
Слово: dasba, Предложенная лемма: dasmal (75.0%)
Слово: dasbabɩ, Предложенная лемма: dasmal (66.7%)
Слово: dasbabь, Предложенная лемма: dasmal (66.7%)
Слово: dasjra, Предложенная лемма: sjara (66.7%)
Слово: dasta, Предложенная лемма: dasmal (75.0%)
Слово: dastas, Предложенная лемма: dasmal (66.7%)
Слово: dasti, Предложенная лемма: di (100.0%)
Слово: datra, Предложенная лемма: data (100.0%)
Слово: datre, Предложенная лемма: data (100.0%)
Слово: datsd, Предложенная лемма: data (100.0%)
Слово: datəd, Предложенная лемма: data (100.0%)
Слово: datərajə, Предложенная лемма: data (100.0%)
Слово: daviltə, Предложенная лемма: dav (100.0%)
Слово: davuduta, Предложенная лемма: dav (100.0%)
Слово: davulə, Предложенная лемма: dav (100.0%)
Слово: davəhɩ, Предложенная лемма: dav (100.0%)
Слово: davьjlь, Предложенная лемма: dav (100.0%)
Слово: daxa, Предложенная лемма: dax (100.0%)
Слово: daxalarɩ, Предложенная лемма: dax (100.0%)
Слово: daxalarь, Предложенная лемма: dax (100.0%)
Слово: daxij, Предложенная лемма: dax (100.0%)
Слово: daxiji, Предложенная лемма: dax (100.0%)
Слово: daxlə, Предложенная лемма: dax (100.0%)
Слово: daxətə, Предложенная лемма: dax (100.0%)
Слово: daxьjutə, Предложенная лемма: dax (100.0%)
Слово: dazad, Предложенная лемма: zad (62.5%)
Слово: dazaduta, Предложенная лемма: azaduta (66.7%)
Слово: dbajjь, Предложенная лемма: daja (62.5%)
Слово: dbankɩ, Предложенная лемма: dana (62.5%)
Слово: dbarət, Предложенная лемма: dara (62.5%)
Слово: dbasma, Предложенная лемма: dasmal (66.7%)
Слово: dbatəjlь, Предложенная лемма: adatьj (66.7%)
Слово: dbatɩjlɩ, Предложенная лемма: adataja (66.7%)
Слово: dbatьjlɩ, Предложенная лемма: adatьj (66.7%)
Слово: dbatьjlь, Предложенная лемма: adatьj (66.7%)
Слово: dbeta, Предложенная лемма: data (62.5%)
Слово: dbetə, Предложенная лемма: deta/detə (62.5%)
Слово: dbijid, Предложенная лемма: idə (100.0%)
Слово: dbil, Предложенная лемма: di (100.0%)
Слово: dbirkə, Предложенная лемма: dərə (62.5%)
Слово: dbirqə, Предложенная лемма: direqter/direqtor (66.7%)
Слово: dbirza, Предложенная лемма: dara (62.5%)
Слово: dbit, Предложенная лемма: di (100.0%)
Слово: dbivəjili, Предложенная лемма: idə (100.0%)
Слово: dbivəjɩna, Предложенная лемма: idə (100.0%)
Слово: dbneta, Предложенная лемма: daneta (66.7%)
Слово: dbnetə, Предложенная лемма: daneta (66.7%)
Слово: dbnetь, Предложенная лемма: daneta (66.7%)
Слово: dbnətə, Предложенная лемма: dənə (62.5%)
