Слово: salьmun, Предложенная лемма: salmanta (100.0%)
Слово: dvijqu, Предложенная лемма: dvijrə (88.9%)
Слово: xţьjralun, Предложенная лемма: xţьjta (72.7%)
Слово: mamţьlan, Предложенная лемма: mamţьjana (80.0%)
Слово: adat, Предложенная лемма: adataja (100.0%)
Слово: məxniqinnoxun, Предложенная лемма: məxnuqi (100.0%)
Слово: daqьr, Предложенная лемма: aqra (62.5%)
Слово: qarьjatь, Предложенная лемма: qarьjta (100.0%)
Слово: kundirrun, Предложенная лемма: kundə (100.0%)
Слово: вillit, Предложенная лемма: вil (100.0%)
Слово: dəno, Предложенная лемма: dənə (100.0%)
Слово: şupşippəli, Предложенная лемма: şəppə (77.8%)
Слово: вuspur, Предложенная лемма: вuspurutə (100.0%)
Слово: şaruta, Предложенная лемма: şarьjruta (75.0%)
Слово: zujla, Предложенная лемма: zaja (100.0%)
Слово: məmxetə, Предложенная лемма: mxetə (66.7%)
Слово: məjjivə, Предложенная лемма: mjəjə (100.0%)
Слово: вigləjo, Предложенная лемма: gləjə (66.7%)
Слово: məxrivəll, Предложенная лемма: məx (100.0%)
Слово: axlьt, Предложенная лемма: ax (100.0%)
Слово: qnijzo, Предложенная лемма: qinjaz (100.0%)
Слово: cajdan, Предложенная лемма: caj (100.0%)
Слово: nvəlij, Предложенная лемма: invalid (88.9%)
Слово: pijləsə, Предложенная лемма: piləsoputə (66.7%)
Слово: вləstə, Предложенная лемма: вləsə (100.0%)
Слово: trejana, Предложенная лемма: tre (100.0%)
Слово: məqqumi, Предложенная лемма: məqqumi (100.0%)
Слово: dəjqi, Предложенная лемма: məjqi (100.0%)
Слово: ranano, Предложенная лемма: rangana (75.0%)
Слово: hajjьrax, Предложенная лемма: hajjurь (100.0%)
Слово: dirjinni, Предложенная лемма: dijnə (66.7%)
Слово: təzədən, Предложенная лемма: təzə (100.0%)
Слово: məjəne, Предложенная лемма: mjəjə (75.0%)
Слово: ţolazь, Предложенная лемма: ţla (100.0%)
Слово: loşijlun, Предложенная лемма: şijlə (66.7%)
Слово: dxirrə, Предложенная лемма: dirrəng (66.7%)
Слово: dqnetə, Предложенная лемма: diqnə (100.0%)
Слово: horьzont, Предложенная лемма: hər (100.0%)
Слово: kerkut, Предложенная лемма: ekə (100.0%)
Слово: xţьjrela, Предложенная лемма: xţьjta (80.0%)
Слово: вitəjivit, Предложенная лемма: вit (100.0%)
Слово: dвne, Предложенная лемма: daвan (100.0%)
Слово: parşь, Предложенная лемма: parşa (100.0%)
Слово: şərri, Предложенная лемма: şurri (100.0%)
Слово: mrijdə, Предложенная лемма: mərdə (77.8%)
Слово: muxəвtij, Предложенная лемма: muxə (100.0%)
Слово: suljo, Предложенная лемма: slaja (100.0%)
Слово: luвloli, Предложенная лемма: ləвuli (100.0%)
Слово: ldov, Предложенная лемма: dav (62.5%)
Слово: tammava, Предложенная лемма: tamma (100.0%)
Слово: canculuva, Предложенная лемма: cancurь (80.0%)
Слово: şəxlipitun, Предложенная лемма: şəxlupi (100.0%)
Слово: duqun, Предложенная лемма: diqnə (100.0%)
Слово: ţaşuju, Предложенная лемма: taşujь (100.0%)
Слово: zmirrun, Предложенная лемма: marrana (70.0%)
Слово: вetexməntə, Предложенная лемма: təxməntə (72.7%)
Слово: dijşələ, Предложенная лемма: dij (100.0%)
Слово: itutə, Предложенная лемма: it (100.0%)
Слово: ruprьppe, Предложенная лемма: rpapa (77.8%)
Слово: repьj, Предложенная лемма: rpaja (100.0%)
Слово: luвleli, Предложенная лемма: ləвuli (100.0%)
Слово: kəpurutə, Предложенная лемма: kəpurə (100.0%)
Слово: pərxəlejli, Предложенная лемма: prəxə (100.0%)
Слово: şammьlun, Предложенная лемма: şamma (100.0%)
Слово: paluţe, Предложенная лемма: pal (100.0%)
Слово: ətinvə, Предложенная лемма: tinnə (75.0%)
Слово: guditə, Предложенная лемма: gudə (100.0%)
Слово: pişləlij, Предложенная лемма: şlələ (66.7%)
Слово: xvьrrun, Предложенная лемма: xvarnaja (90.0%)
Слово: kavi, Предложенная лемма: kəvi (100.0%)
Слово: itiqunəit, Предложенная лемма: itiqunutə (100.0%)
Слово: cemodanь, Предложенная лемма: camadan (100.0%)
Слово: həsənəjvə, Предложенная лемма: həsənəj (100.0%)
Слово: çuvaвlitvə, Предложенная лемма: çuvaв (100.0%)
Слово: zonin, Предложенная лемма: izin (100.0%)
Слово: tijivit, Предложенная лемма: itə (100.0%)
Слово: rujь, Предложенная лемма: arujь (100.0%)
Слово: çəvuвili, Предложенная лемма: çəvvuвi (66.7%)
Слово: raвьva, Предложенная лемма: raвa (100.0%)
Слово: ələhəji, Предложенная лемма: ələhtə (75.0%)
Слово: xşijxuta, Предложенная лемма: xşijxə (100.0%)
Слово: lkulle, Предложенная лемма: le (100.0%)
Слово: mulpovə, Предложенная лемма: mulə (100.0%)
Слово: şəxliplijli, Предложенная лемма: şəxlupi (100.0%)
Слово: kurdьstan, Предложенная лемма: kurasa (77.8%)
Слово: kumid, Предложенная лемма: kumə (100.0%)
Слово: macruvena, Предложенная лемма: macrujь (80.0%)
Слово: qrizis, Предложенная лемма: qərquzi (66.7%)
Слово: guвurjəte, Предложенная лемма: вrəjə (66.7%)
Слово: tijma, Предложенная лемма: ojma (62.5%)
Слово: şləməlux, Предложенная лемма: şləmə (100.0%)
Слово: məxnijin, Предложенная лемма: məx (100.0%)
Слово: şuxlippe, Предложенная лемма: şuxləpə (100.0%)
Слово: lxaвrьj, Предложенная лемма: xaвra (66.7%)
Слово: ləвliввə, Предложенная лемма: liввə (77.8%)
Слово: tummizzili, Предложенная лемма: təmmiz (100.0%)
Слово: upri, Предложенная лемма: up (100.0%)
Слово: ştijxe, Предложенная лемма: iştij (100.0%)
Слово: interventi, Предложенная лемма: tirve (66.7%)
Слово: parlament, Предложенная лемма: parol (100.0%)
Слово: nono, Предложенная лемма: nin (100.0%)
Слово: şpəxtə, Предложенная лемма: şpəxə (100.0%)
Слово: vagonь, Предложенная лемма: vana (62.5%)
Слово: ləxim, Предложенная лемма: lə (100.0%)
Слово: вəli, Предложенная лемма: вəlmuli (100.0%)
Слово: şjarta, Предложенная лемма: şjara (100.0%)
Слово: mədjuşi, Предложенная лемма: mədjuni (88.9%)
Слово: mirr, Предложенная лемма: marrana (100.0%)
Слово: ţrьjpьnna, Предложенная лемма: ţarjana (90.0%)
Слово: вajava, Предложенная лемма: вajja (75.0%)
Слово: muhlьввa, Предложенная лемма: mehl (100.0%)
Слово: qacahь, Предложенная лемма: quca (100.0%)
Слово: puşţuna, Предложенная лемма: pşьjţuta (66.7%)
Слово: ввəxillənutə, Предложенная лемма: вəxilənutə (66.7%)
Слово: вədəni, Предложенная лемма: вədən (100.0%)
Слово: ammьjn, Предложенная лемма: am (100.0%)
Слово: vara, Предложенная лемма: vara (100.0%)
Слово: вçur, Предложенная лемма: вur (62.5%)
Слово: levən, Предложенная лемма: le (100.0%)
Слово: çarcьj, Предложенная лемма: çar (100.0%)
Слово: вьqraje, Предложенная лемма: вьqra (100.0%)
Слово: vьjrь, Предложенная лемма: vaj (100.0%)
Слово: maddьrьjva, Предложенная лемма: maddurь (100.0%)
Слово: qəjumtə, Предложенная лемма: qjəmtə (100.0%)
Слово: mamţьja, Предложенная лемма: mamţьjana (100.0%)
Слово: məpnetə, Предложенная лемма: məntetə (66.7%)
